symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AMZN,2023-11-22 00:00:00+00:00,146.71,147.74,144.57,144.57,45700002,146.71,147.74,144.57,144.57,45700002,0.0,1.0
AMZN,2023-11-24 00:00:00+00:00,146.74,147.2,145.32,146.7,22378379,146.74,147.2,145.32,146.7,22378379,0.0,1.0
AMZN,2023-11-27 00:00:00+00:00,147.73,149.26,146.88,147.53,53762428,147.73,149.26,146.88,147.53,53762428,0.0,1.0
AMZN,2023-11-28 00:00:00+00:00,147.03,147.5999,145.53,146.98,42711682,147.03,147.5999,145.53,146.98,42711682,0.0,1.0
AMZN,2023-11-29 00:00:00+00:00,146.32,148.54,145.97,147.85,40610907,146.32,148.54,145.97,147.85,40610907,0.0,1.0
AMZN,2023-11-30 00:00:00+00:00,146.09,146.93,144.332,144.76,65814022,146.09,146.93,144.332,144.76,65814022,0.0,1.0
AMZN,2023-12-01 00:00:00+00:00,147.03,147.245,145.55,146.0,39951833,147.03,147.245,145.55,146.0,39951833,0.0,1.0
AMZN,2023-12-04 00:00:00+00:00,144.84,145.35,142.81,145.25,48294244,144.84,145.35,142.81,145.25,48294244,0.0,1.0
AMZN,2023-12-05 00:00:00+00:00,146.88,148.57,143.13,143.55,46822411,146.88,148.57,143.13,143.55,46822411,0.0,1.0
AMZN,2023-12-06 00:00:00+00:00,144.52,147.85,144.28,147.58,39481034,144.52,147.85,144.28,147.58,39481034,0.0,1.0
AMZN,2023-12-07 00:00:00+00:00,146.88,147.92,145.34,146.15,52352830,146.88,147.92,145.34,146.15,52352830,0.0,1.0
AMZN,2023-12-08 00:00:00+00:00,147.42,147.84,145.4,145.48,41905965,147.42,147.84,145.4,145.48,41905965,0.0,1.0
AMZN,2023-12-11 00:00:00+00:00,145.89,146.19,143.64,145.66,50907288,145.89,146.19,143.64,145.66,50907288,0.0,1.0
AMZN,2023-12-12 00:00:00+00:00,147.48,147.5,145.3,145.52,44944264,147.48,147.5,145.3,145.52,44944264,0.0,1.0
AMZN,2023-12-13 00:00:00+00:00,148.84,149.46,146.82,148.12,52766196,148.84,149.46,146.82,148.12,52766196,0.0,1.0
AMZN,2023-12-14 00:00:00+00:00,147.42,150.54,145.52,149.93,58400848,147.42,150.54,145.52,149.93,58400848,0.0,1.0
AMZN,2023-12-15 00:00:00+00:00,149.97,150.57,147.88,148.38,110089342,149.97,150.57,147.88,148.38,110089342,0.0,1.0
AMZN,2023-12-18 00:00:00+00:00,154.07,154.855,150.05,150.56,62512828,154.07,154.855,150.05,150.56,62512828,0.0,1.0
AMZN,2023-12-19 00:00:00+00:00,153.79,155.12,152.69,154.4,42891256,153.79,155.12,152.69,154.4,42891256,0.0,1.0
AMZN,2023-12-20 00:00:00+00:00,152.12,155.63,151.56,152.9,50322106,152.12,155.63,151.56,152.9,50322106,0.0,1.0
AMZN,2023-12-21 00:00:00+00:00,153.84,153.97,152.1,153.3,36305733,153.84,153.97,152.1,153.3,36305733,0.0,1.0
AMZN,2023-12-22 00:00:00+00:00,153.42,154.35,152.71,153.77,29514093,153.42,154.35,152.71,153.77,29514093,0.0,1.0
AMZN,2023-12-26 00:00:00+00:00,153.41,153.975,153.03,153.56,25067222,153.41,153.975,153.03,153.56,25067222,0.0,1.0
AMZN,2023-12-27 00:00:00+00:00,153.34,154.78,153.12,153.56,31242664,153.34,154.78,153.12,153.56,31242664,0.0,1.0
AMZN,2023-12-28 00:00:00+00:00,153.38,154.08,152.95,153.72,27057002,153.38,154.08,152.95,153.72,27057002,0.0,1.0
AMZN,2023-12-29 00:00:00+00:00,151.94,153.89,151.03,153.1,39823204,151.94,153.89,151.03,153.1,39823204,0.0,1.0
